stop_id,stop_name,stop_lat,stop_lon,stop_desc,zone_id,parent_station,wheelchair_boarding,platform_code
000300004001,S+U Potsdamer Platz Bhf (Berlin),52.508998,13.378047,Bahnsteig U2 Gleis 2,5555 S+U Potsdamer Platz Bhf (Berlin),de:11000:900100020,,
000300004160,S+U Potsdamer Platz Bhf (Berlin),52.509072,13.377905,Bahnsteig U2 Gleis 1,5555 S+U Potsdamer Platz Bhf (Berlin),de:11000:900100020,,
000300106001,U Uhlandstr. (Berlin),52.502832,13.326930,Bahnsteig U1,5555 U Uhlandstr. (Berlin),de:11000:900023301,,
de:11000:900001201:1:50,S+U Westhafen (Berlin),52.536218,13.344329,Bahnsteig S-Bahn Gleis 1,5555 S+U Westhafen (Berlin),de:11000:900001201,,1
de:11000:900001201:1:51,S+U Westhafen (Berlin),52.536318,13.344298,Bahnsteig S-Bahn Gleis 2,5555 S+U Westhafen (Berlin),de:11000:900001201,,2
de:11000:900001201::1,S+U Westhafen (Berlin),52.536766,13.342507,Bahnsteig 1 U9,5555 S+U Westhafen (Berlin),de:11000:900001201,,
de:11000:900001201::2,S+U Westhafen (Berlin),52.536744,13.342635,Bahnsteig 2 U9,5555 S+U Westhafen (Berlin),de:11000:900001201,,
de:11000:900002201::1,U Birkenstr. (Berlin),52.532192,13.341235,U Bahnsteig Gleis 1,5555 U Birkenstr. (Berlin),de:11000:900002201,,
de:11000:900002201::2,U Birkenstr. (Berlin),52.532191,13.341410,U Bahnsteig Gleis 2,5555 U Birkenstr. (Berlin),de:11000:900002201,,
de:11000:900003101::1,U Hansaplatz (Berlin),52.517873,13.341988,U Bahnsteig Gleis 1,5555 U Hansaplatz (Berlin),de:11000:900003101,,
de:11000:900003101::2,U Hansaplatz (Berlin),52.517882,13.342161,U Bahnsteig Gleis 2,5555 U Hansaplatz (Berlin),de:11000:900003101,,
de:11000:900003102:1:50,S Bellevue (Berlin),52.519946,13.348090,S-Bahnsteig Gleis 3,5555 S Bellevue (Berlin),de:11000:900003102,,
de:11000:900003102:1:51,S Bellevue (Berlin),52.520012,13.348101,S-Bahnsteig Gleis 4,5555 S Bellevue (Berlin),de:11000:900003102,,
de:11000:900003103:1:50,S Tiergarten (Berlin),52.514419,13.336536,Bahnsteig Gleis 3,5555 S Tiergarten (Berlin),de:11000:900003103,,
de:11000:900003103:1:51,S Tiergarten (Berlin),52.514440,13.336420,Bahnsteig Gleis 4,5555 S Tiergarten (Berlin),de:11000:900003103,,
de:11000:900003104::1,U Turmstr. (Berlin),52.526136,13.341178,U Bahnsteig Gleis 1,5555 U Turmstr. (Berlin),de:11000:900003104,,
de:11000:900003104::2,U Turmstr. (Berlin),52.526128,13.341406,U Bahnsteig Gleis 2,5555 U Turmstr. (Berlin),de:11000:900003104,,
de:11000:900003201:3:54,S+U Berlin Hauptbahnhof,52.525147,13.369354,S-Bahnsteig Gleis 15,5555 S+U Berlin Hauptbahnhof,de:11000:900003201,,15
de:11000:900003201:3:55,S+U Berlin Hauptbahnhof,52.525261,13.369313,S-Bahnsteig Gleis 16,5555 S+U Berlin Hauptbahnhof,de:11000:900003201,,16
de:11000:900003201::10,S+U Berlin Hauptbahnhof,52.525225,13.370030,U Bahnsteig Gleis 2,5555 S+U Berlin Hauptbahnhof,de:11000:900003201,,
de:11000:900003201::2,S+U Berlin Hauptbahnhof,52.526583,13.369713,Tramsteig Invalidenstr. ht. Friedrich-L.-U. Pos. 4,5555 S+U Berlin Hauptbahnhof,de:11000:900003201,,
de:11000:900003201::3,S+U Berlin Hauptbahnhof,52.526556,13.369735,Tramsteig Invalidenstr. v. Friedrich-L.-U. Pos. 5,5555 S+U Berlin Hauptbahnhof,de:11000:900003201,,
de:11000:900003254::1,U Bundestag (Berlin),52.520156,13.373086,U Bahnsteig Gleis 1,5555 U Bundestag (Berlin),de:11000:900003254,,
de:11000:900003254::5,U Bundestag (Berlin),52.520109,13.372842,U Bahnsteig Gleis 2,5555 U Bundestag (Berlin),de:11000:900003254,,
de:11000:900003255::3,Clara-Jaschke-Str. (Berlin),52.525146,13.366224,Tramsteig Clara-Jaschke-Straße vor Invalidenstraße,5555 Clara-Jaschke-Str. (Berlin),,,
de:11000:900003257::1,Lesser-Ury-Weg (Berlin),52.524246,13.361950,Tram-u. Bushalt Invalidenstraße ht. Lesser-Ury-Weg,5555 Lesser-Ury-Weg (Berlin),,,
de:11000:900003259::2,Lüneburger Str. (Berlin),52.523099,13.361844,Tramsteig Alt-Moabit vor Lüneburger Straße,5555 Lüneburger Str. (Berlin),de:11000:900003259,,
de:11000:900005201::1,U Kurfürstenstr. (Berlin),52.500152,13.361504,U Bahnsteig Gleis 1,5555 U Kurfürstenstr. (Berlin),de:11000:900005201,,
de:11000:900005201::2,U Kurfürstenstr. (Berlin),52.500068,13.361436,U Bahnsteig Gleis 2,5555 U Kurfürstenstr. (Berlin),de:11000:900005201,,
de:11000:900005252::1,U Mendelssohn-Bartholdy-Park (Berlin),52.503806,13.374862,U Bahnsteig Gleis 1,5555 U Mendelssohn-Bartholdy-Park (Berlin),de:11000:900005252,,
de:11000:900005252::2,U Mendelssohn-Bartholdy-Park (Berlin),52.503800,13.374904,Bahnsteig U2 Gleis 2,5555 U Mendelssohn-Bartholdy-Park (Berlin),de:11000:900005252,,
de:11000:900007102:1:50,S+U Gesundbrunnen Bhf (Berlin),52.549316,13.389883,S-Bahnsteig Gleis 1,5555 S+U Gesundbrunnen Bhf (Berlin),de:11000:900007102,,
de:11000:900007102:1:51,S+U Gesundbrunnen Bhf (Berlin),52.549212,13.389895,S-Bahnsteig Gleis 2,5555 S+U Gesundbrunnen Bhf (Berlin),de:11000:900007102,,
de:11000:900007102:2:52,S+U Gesundbrunnen Bhf (Berlin),52.549131,13.389907,S-Bahnsteig Gleis 3,5555 S+U Gesundbrunnen Bhf (Berlin),de:11000:900007102,,
de:11000:900007102:2:53,S+U Gesundbrunnen Bhf (Berlin),52.549033,13.389919,S-Bahnsteig Gleis 4,5555 S+U Gesundbrunnen Bhf (Berlin),de:11000:900007102,,
de:11000:900007102::1,S+U Gesundbrunnen Bhf (Berlin),52.548736,13.388263,U-Bahnsteig Gleis 1,5555 S+U Gesundbrunnen Bhf (Berlin),de:11000:900007102,,
de:11000:900007102::2,S+U Gesundbrunnen Bhf (Berlin),52.548802,13.388396,U-Bahnsteig Gleis 2,5555 S+U Gesundbrunnen Bhf (Berlin),de:11000:900007102,,
de:11000:900007103::1,U Voltastr. (Berlin),52.542101,13.392932,U Bahnsteig Gleis 1,5555 U Voltastr. (Berlin),de:11000:900007103,,
de:11000:900007103::2,U Voltastr. (Berlin),52.542150,13.393114,U Bahnsteig Gleis 2,5555 U Voltastr. (Berlin),de:11000:900007103,,
de:11000:900007104:1:50,S Nordbahnhof (Berlin),52.532334,13.387507,S-Bahnsteig Gleis 1,5555 S Nordbahnhof (Berlin),de:11000:900007104,,
de:11000:900007104:2:52,S Nordbahnhof (Berlin),52.532421,13.387655,S-Bahnsteig Gleis 3,5555 S Nordbahnhof (Berlin),de:11000:900007104,,
de:11000:900007104::1,S Nordbahnhof (Berlin),52.531641,13.388912,Tram u. Bussteig Invalidenstraße vor Gartenstraße,5555 S Nordbahnhof (Berlin),,,
de:11000:900007104::2,S Nordbahnhof (Berlin),52.531683,13.388813,Tram u. Bussteig Invalidenstraße ht. Gartenstraße,5555 S Nordbahnhof (Berlin),,,
de:11000:900007104::3,S Nordbahnhof (Berlin),52.532280,13.387629,Tramsteig S Nordbahnhof vor Invalidenstraße,5555 S Nordbahnhof (Berlin),,,
de:11000:900007104::4,S Nordbahnhof (Berlin),52.532292,13.387672,Tramsteig S Nordbahnhof ht. Invalidenstraße,5555 S Nordbahnhof (Berlin),,,
de:11000:900007105::3,"Berlin, Wolliner Str.",52.540066,13.402119,Tramsteig Bernauer Straße vor Wolliner Straße,"5555 Berlin, Wolliner Str.",,,
de:11000:900007105::4,"Berlin, Wolliner Str.",52.539637,13.401198,Tramsteig Bernauer Straße vor Wolliner Straße,"5555 Berlin, Wolliner Str.",,,
de:11000:900007110::1,U Bernauer Str. (Berlin),52.537276,13.396665,U Bahnsteig Gleis 1,5555 U Bernauer Str. (Berlin),de:11000:900007110,,
de:11000:900007110::2,U Bernauer Str. (Berlin),52.537319,13.396828,U Bahnsteig Gleis 2,5555 U Bernauer Str. (Berlin),de:11000:900007110,,
de:11000:900007110::3,U Bernauer Str. (Berlin),52.538531,13.396637,Tramhalt Bernauer Straße vor Brunnenstraße,5555 U Bernauer Str. (Berlin),,,
de:11000:900007110::4,U Bernauer Str. (Berlin),52.537997,13.395400,Tramhalt Bernauer Straße vor Brunnenstraße,5555 U Bernauer Str. (Berlin),,,
de:11000:900007150::2,Gedenkstätte Berliner Mauer (Berlin),52.535846,13.390800,Tramhalt und Bushalt Bernauer Straße ht. Ackerstraße,5555 Gedenkstätte Berliner Mauer (Berlin),,,
de:11000:900007150::3,Gedenkstätte Berliner Mauer (Berlin),52.535776,13.390542,Tramhalt Bernauer Straße vor Ackerstraße,5555 Gedenkstätte Berliner Mauer (Berlin),,,
de:11000:900007160::3,Grüntaler Str. (Berlin),52.555363,13.390579,Tramsteig Osloer Straße vor Grüntaler Straße,5656 Grüntaler Str. (Berlin),de:11000:900007160,,
de:11000:900007160::4,Grüntaler Str. (Berlin),52.555395,13.390576,Tramsteig Osloer Straße hinter Grüntaler Straße,5656 Grüntaler Str. (Berlin),de:11000:900007160,,
de:11000:900008101:1:50,S Humboldthain (Berlin),52.544883,13.379364,S-Bahnsteig Gleis 1,5555 S Humboldthain (Berlin),de:11000:900008101,,1
de:11000:900008101:1:51,S Humboldthain (Berlin),52.544856,13.379497,S-Bahnsteig Gleis 2,5555 S Humboldthain (Berlin),de:11000:900008101,,2
de:11000:900008102::1,U Reinickendorfer Str. (Berlin),52.540046,13.370176,U Bahnsteig Gleis 1,5555 U Reinickendorfer Str. (Berlin),de:11000:900008102,,
de:11000:900008102::2,U Reinickendorfer Str. (Berlin),52.540096,13.370265,U Bahnsteig Gleis 2,5555 U Reinickendorfer Str. (Berlin),de:11000:900008102,,
de:11000:900009101::1,U Amrumer Str. (Berlin),52.542370,13.350099,U Bahnsteig Gleis 1,5656 U Amrumer Str. (Berlin),de:11000:900009101,,
de:11000:900009101::2,U Amrumer Str. (Berlin),52.542294,13.350191,U Bahnsteig Gleis 2,5656 U Amrumer Str. (Berlin),de:11000:900009101,,
de:11000:900009102::1,U Leopoldplatz (Berlin),52.546389,13.359121,U Bahnsteig Gleis 1 (oben),5656 U Leopoldplatz (Berlin),de:11000:900009102,,
de:11000:900009102::2,U Leopoldplatz (Berlin),52.546419,13.359163,U Bahnsteig Gleis 2 (oben),5656 U Leopoldplatz (Berlin),de:11000:900009102,,
de:11000:900009102::3,U Leopoldplatz (Berlin),52.546448,13.359059,U Bahnsteig Gleis 1 (U9),5656 U Leopoldplatz (Berlin),de:11000:900009102,,
de:11000:900009102::4,U Leopoldplatz (Berlin),52.546349,13.359230,U Bahnsteig Gleis 2 (U9),5656 U Leopoldplatz (Berlin),de:11000:900009102,,
de:11000:900009103::1,U Seestr. (Berlin),52.549731,13.353007,U Bahnsteig Gleis 1,5656 U Seestr. (Berlin),de:11000:900009103,,
de:11000:900009103::2,U Seestr. (Berlin),52.549813,13.353142,U Bahnsteig Gleis 2,5656 U Seestr. (Berlin),de:11000:900009103,,
de:11000:900009103::4,U Seestr. (Berlin),52.550104,13.351365,Tramsteig Seestraße vor Müllerstraße,5656 U Seestr. (Berlin),de:11000:900009103,,
de:11000:900009103::5,U Seestr. (Berlin),52.550129,13.351328,Tramsteig Seestraße ht. Müllerstraße,5656 U Seestr. (Berlin),de:11000:900009103,,
de:11000:900009104:1:50,S+U Wedding (Berlin),52.543042,13.367693,S-Bahnsteig Gleis 1,5555 S+U Wedding (Berlin),de:11000:900009104,,1
de:11000:900009104:1:51,S+U Wedding (Berlin),52.543102,13.367604,S-Bahnsteig Gleis 2,5555 S+U Wedding (Berlin),de:11000:900009104,,2
de:11000:900009104::1,S+U Wedding (Berlin),52.543028,13.364987,U Bahnsteig Gleis 1,5555 S+U Wedding (Berlin),de:11000:900009104,,
de:11000:900009104::2,S+U Wedding (Berlin),52.543092,13.365090,U Bahnsteig Gleis 2,5555 S+U Wedding (Berlin),de:11000:900009104,,
de:11000:900009105::5,Seestr./Amrumer Str. (Berlin),52.546575,13.344656,Tramsteig Seestraße hinter Amrumer Straße,5656 Seestr./Amrumer Str. (Berlin),de:11000:900009105,,
de:11000:900009105::6,Seestr./Amrumer Str. (Berlin),52.546612,13.344599,Tramsteig Seestraße vor Amrumer Straße,5656 Seestr./Amrumer Str. (Berlin),de:11000:900009105,,
de:11000:900009201::1,U Nauener Platz (Berlin),52.551666,13.367384,U Bahnsteig Gleis 1,5656 U Nauener Platz (Berlin),de:11000:900009201,,
de:11000:900009201::2,U Nauener Platz (Berlin),52.551585,13.367543,U Bahnsteig Gleis 2,5656 U Nauener Platz (Berlin),de:11000:900009201,,
de:11000:900009202::1,U Osloer Str. (Berlin),52.557098,13.373196,U Bahnsteig Gleis 1 (unten),5656 U Osloer Str. (Berlin),de:11000:900009202,,
de:11000:900009202::2,U Osloer Str. (Berlin),52.557175,13.373355,U Bahnsteig Gleis 2 (unten),5656 U Osloer Str. (Berlin),de:11000:900009202,,
de:11000:900009202::3,U Osloer Str. (Berlin),52.557207,13.373128,U Bahnsteig Gleis 1 (oben),5656 U Osloer Str. (Berlin),de:11000:900009202,,
de:11000:900009202::4,U Osloer Str. (Berlin),52.557148,13.373341,U Bahnsteig Gleis 2 (oben),5656 U Osloer Str. (Berlin),de:11000:900009202,,
de:11000:900009202::5,U Osloer Str. (Berlin),52.556727,13.372890,Tramsteig Osloer Straße vor Schwedenstraße Pos. 7,5656 U Osloer Str. (Berlin),de:11000:900009202,,
de:11000:900009202::6,U Osloer Str. (Berlin),52.556757,13.372896,Tramsteig Osloer Straße ht. Schwedenstraße Pos. 8,5656 U Osloer Str. (Berlin),de:11000:900009202,,
de:11000:900009203::1,U Pankstr. (Berlin),52.552240,13.381422,U Bahnsteig Gleis 1,5656 U Pankstr. (Berlin),de:11000:900009203,,
de:11000:900009203::2,U Pankstr. (Berlin),52.552294,13.381482,U Bahnsteig Gleis 2,5656 U Pankstr. (Berlin),de:11000:900009203,,
de:11000:900009204::5,"Berlin, Osloer Str./Prinzenallee",52.555936,13.383410,Tramsteig Osloer Straße vor Prinzenallee,"5656 Berlin, Osloer Str./Prinzenallee",de:11000:900009204,,
de:11000:900009204::6,"Berlin, Osloer Str./Prinzenallee",52.555964,13.383415,Tramsteig Osloer Straße ht. Prinzenallee,"5656 Berlin, Osloer Str./Prinzenallee",de:11000:900009204,,
de:11000:900009206::5,Drontheimer Str. (Berlin),52.556342,13.378249,Tramsteig Osloer Straße hinter Koloniestraße,5656 Drontheimer Str. (Berlin),de:11000:900009206,,
de:11000:900009206::6,Drontheimer Str. (Berlin),52.556373,13.378257,Tramsteig Osloer Straße vor Koloniestraße,5656 Drontheimer Str. (Berlin),de:11000:900009206,,
de:11000:900010251::4,"Berlin, Virchow-Klinikum",52.543777,13.339320,Tramsteig Seestraße ht. Einfahrt Virchow Klinikum,"5656 Berlin, Virchow-Klinikum",de:11000:900010251,,
de:11000:900010251::5,"Berlin, Virchow-Klinikum",52.543801,13.339273,Tramsteig Seestraße vor Einfahrt Virchow Klinikum,"5656 Berlin, Virchow-Klinikum",de:11000:900010251,,
de:11000:900011101::1,U Rehberge (Berlin),52.556593,13.340990,U Bahnsteig Gleis 1,5656 U Rehberge (Berlin),de:11000:900011101,,
de:11000:900011101::2,U Rehberge (Berlin),52.556638,13.341060,U Bahnsteig Gleis 2,5656 U Rehberge (Berlin),de:11000:900011101,,
de:11000:900011102::1,U Afrikanische Str. (Berlin),52.560199,13.334557,U Bahnsteig Gleis 1,5656 U Afrikanische Str. (Berlin),de:11000:900011102,,
de:11000:900011102::2,U Afrikanische Str. (Berlin),52.560271,13.334667,U Bahnsteig Gleis 2,5656 U Afrikanische Str. (Berlin),de:11000:900011102,,
de:11000:900011201::5,Louise-Schroeder-Platz (Berlin),52.557010,13.366355,Tramsteig Seestraße hinter Reinickendorfer Straße,5656 Louise-Schroeder-Platz (Berlin),de:11000:900011201,,
de:11000:900011201::6,Louise-Schroeder-Platz (Berlin),52.557041,13.366350,Tramsteig Seestraße vor Louise-Schroeder-Platz,5656 Louise-Schroeder-Platz (Berlin),de:11000:900011201,,
de:11000:900011252::5,Osram-Höfe (Berlin),52.553682,13.358243,Tramsteig Seestraße vor Oudenarder Straße,5656 Osram-Höfe (Berlin),de:11000:900011252,,
de:11000:900011252::6,Osram-Höfe (Berlin),52.553700,13.358202,Tramsteig Seestraße hinter Indische Straße,5656 Osram-Höfe (Berlin),de:11000:900011252,,
de:11000:900012101:1:51,S Anhalter Bahnhof (Berlin),52.503564,13.381396,Bahnsteig Gleis 2,5555 S Anhalter Bahnhof (Berlin),de:11000:900012101,,2
de:11000:900012101:2:52,S Anhalter Bahnhof (Berlin),52.503542,13.381498,Bahnsteig Gleis 3,5555 S Anhalter Bahnhof (Berlin),de:11000:900012101,,3
de:11000:900012101:2:53,S Anhalter Bahnhof (Berlin),52.503514,13.381617,Bahnsteig Gleis 4,5555 S Anhalter Bahnhof (Berlin),de:11000:900012101,,4
de:11000:900012102::1,U Kochstr./Checkpoint Charlie (Berlin),52.506032,13.390528,U Bahnsteig Gleis 1,5555 U Kochstr./Checkpoint Charlie (Berlin),de:11000:900012102,,
de:11000:900012102::2,U Kochstr./Checkpoint Charlie (Berlin),52.506044,13.390689,U Bahnsteig Gleis 2,5555 U Kochstr./Checkpoint Charlie (Berlin),de:11000:900012102,,
de:11000:900012103::1,U Hallesches Tor (Berlin),52.497812,13.390351,Bahnsteig U1/U3 Gleis 2,5555 U Hallesches Tor (Berlin),de:11000:900012103,,
de:11000:900012103::2,U Hallesches Tor (Berlin),52.497767,13.390336,Bahnsteig U1/U3 Gleis 2,5555 U Hallesches Tor (Berlin),de:11000:900012103,,
de:11000:900012103::3,U Hallesches Tor (Berlin),52.498999,13.391628,Bahnsteig U6 Gleis 1,5555 U Hallesches Tor (Berlin),de:11000:900012103,,
de:11000:900012103::4,U Hallesches Tor (Berlin),52.499006,13.391805,Bahnsteig U6 Gleis 2,5555 U Hallesches Tor (Berlin),de:11000:900012103,,
de:11000:900013101::1,U Moritzplatz (Berlin),52.503676,13.410615,U Bahnsteig Gleis 1,5555 U Moritzplatz (Berlin),de:11000:900013101,,
de:11000:900013101::2,U Moritzplatz (Berlin),52.503618,13.410788,U Bahnsteig Gleis 2,5555 U Moritzplatz (Berlin),de:11000:900013101,,
de:11000:900013102::1,U Kottbusser Tor (Berlin),52.499051,13.418395,U Bahnsteig U1 U3 Gleis 1,5555 U Kottbusser Tor (Berlin),de:11000:900013102,,
de:11000:900013102::2,U Kottbusser Tor (Berlin),52.498933,13.418417,U Bahnsteig U1 U3 Gleis 2,5555 U Kottbusser Tor (Berlin),de:11000:900013102,,
de:11000:900013102::3,U Kottbusser Tor (Berlin),52.498849,13.417900,U Bahnsteig U8 Gleis 1,5555 U Kottbusser Tor (Berlin),de:11000:900013102,,
de:11000:900013102::4,U Kottbusser Tor (Berlin),52.498959,13.418101,U Bahnsteig U8 Gleis 2,5555 U Kottbusser Tor (Berlin),de:11000:900013102,,
de:11000:900013103::1,U Prinzenstr. (Berlin),52.498406,13.405401,U Bahnsteig Gleis 1,5555 U Prinzenstr. (Berlin),de:11000:900013103,,
de:11000:900013103::2,U Prinzenstr. (Berlin),52.498379,13.405403,U Bahnsteig Gleis 2,5555 U Prinzenstr. (Berlin),de:11000:900013103,,
de:11000:900014101::1,U Görlitzer Bahnhof (Berlin),52.499292,13.428277,U Bahnsteig Gleis 1,5555 U Görlitzer Bahnhof (Berlin),de:11000:900014101,,
de:11000:900014101::2,U Görlitzer Bahnhof (Berlin),52.499270,13.428283,U Bahnsteig Gleis 2,5555 U Görlitzer Bahnhof (Berlin),de:11000:900014101,,
de:11000:900014102::1,U Schlesisches Tor (Berlin),52.500747,13.441051,Bahnsteig Richtung Uhlandstraße/Krumme Lanke,5555 U Schlesisches Tor (Berlin),de:11000:900014102,,
de:11000:900014102::2,U Schlesisches Tor (Berlin),52.500720,13.441059,Bahnsteig Richtung Warschauer Straße,5555 U Schlesisches Tor (Berlin),de:11000:900014102,,
de:11000:900016101::1,U Gneisenaustr. (Berlin),52.491268,13.395700,U Bahnsteig Gleis 1,5555 U Gneisenaustr. (Berlin),de:11000:900016101,,
de:11000:900016101::2,U Gneisenaustr. (Berlin),52.491355,13.395745,U Bahnsteig Gleis 2,5555 U Gneisenaustr. (Berlin),de:11000:900016101,,
de:11000:900016201::1,U Schönleinstr. (Berlin),52.493448,13.421725,U Bahnsteig Gleis 1,5555 U Schönleinstr. (Berlin),de:11000:900016201,,
de:11000:900016201::2,U Schönleinstr. (Berlin),52.493480,13.421844,U Bahnsteig Gleis 2,5555 U Schönleinstr. (Berlin),de:11000:900016201,,
de:11000:900016202::1,U Südstern (Berlin),52.489216,13.407672,U Bahnsteig Gleis 1,5555 U Südstern (Berlin),de:11000:900016202,,
de:11000:900016202::2,U Südstern (Berlin),52.489298,13.407737,U Bahnsteig Gleis 2,5555 U Südstern (Berlin),de:11000:900016202,,
de:11000:900017101::1,U Mehringdamm (Berlin),52.494625,13.388864,U Bahnsteig Gleis 1,5555 U Mehringdamm (Berlin),de:11000:900017101,,
de:11000:900017101::2,U Mehringdamm (Berlin),52.494542,13.389109,U Bahnsteig Gleis 2,5555 U Mehringdamm (Berlin),de:11000:900017101,,
de:11000:900017101::3,U Mehringdamm (Berlin),52.494594,13.388959,U Bahnsteig Gleis 3,5555 U Mehringdamm (Berlin),de:11000:900017101,,
de:11000:900017101::4,U Mehringdamm (Berlin),52.494575,13.389014,U Bahnsteig Gleis 4,5555 U Mehringdamm (Berlin),de:11000:900017101,,
de:11000:900017102::1,U Platz der Luftbrücke (Berlin),52.485948,13.385808,U Bahnsteig Gleis 1,5555 U Platz der Luftbrücke (Berlin),de:11000:900017102,,
de:11000:900017102::2,U Platz der Luftbrücke (Berlin),52.485946,13.385970,U Bahnsteig Gleis 2,5555 U Platz der Luftbrücke (Berlin),de:11000:900017102,,
de:11000:900017103::1,U Gleisdreieck (Berlin),52.499567,13.374084,U Bahnsteig Gleis 1 (oben),5555 U Gleisdreieck (Berlin),de:11000:900017103,,
de:11000:900017103::2,U Gleisdreieck (Berlin),52.499430,13.374057,U Bahnsteig Gleis 2 (oben),5555 U Gleisdreieck (Berlin),de:11000:900017103,,
de:11000:900017103::3,U Gleisdreieck (Berlin),52.499504,13.374061,U Bahnsteig Gleis 1,5555 U Gleisdreieck (Berlin),de:11000:900017103,,
de:11000:900017103::4,U Gleisdreieck (Berlin),52.499494,13.374295,U Bahnsteig Gleis 2,5555 U Gleisdreieck (Berlin),de:11000:900017103,,
de:11000:900017104::1,U Möckernbrücke (Berlin),52.499129,13.382661,U Bahnsteig Gleis 1 (oben),5555 U Möckernbrücke (Berlin),de:11000:900017104,,
de:11000:900017104::2,U Möckernbrücke (Berlin),52.499087,13.382665,U Bahnsteig Gleis 2 (oben),5555 U Möckernbrücke (Berlin),de:11000:900017104,,
de:11000:900017104::3,U Möckernbrücke (Berlin),52.498643,13.383020,U Bahnsteig Gleis 1,5555 U Möckernbrücke (Berlin),de:11000:900017104,,
de:11000:900017104::4,U Möckernbrücke (Berlin),52.498769,13.383015,U Bahnsteig Gleis 2,5555 U Möckernbrücke (Berlin),de:11000:900017104,,
de:11000:900018101::1,U Jakob-Kaiser-Platz (Berlin),52.536186,13.293646,U Bahnsteig Gleis 1,5656 U Jakob-Kaiser-Platz (Berlin),de:11000:900018101,,
de:11000:900018101::2,U Jakob-Kaiser-Platz (Berlin),52.536296,13.293668,U Bahnsteig Gleis 2,5656 U Jakob-Kaiser-Platz (Berlin),de:11000:900018101,,
de:11000:900018102::1,U Halemweg (Berlin),52.536571,13.286271,U Bahnsteig Gleis 1,5656 U Halemweg (Berlin),de:11000:900018102,,
de:11000:900018102::2,U Halemweg (Berlin),52.536684,13.286264,U Bahnsteig Gleis 2,5656 U Halemweg (Berlin),de:11000:900018102,,
de:11000:900019204::1,U Mierendorffplatz (Berlin),52.526226,13.304790,U Bahnsteig Gleis 1,5555 U Mierendorffplatz (Berlin),de:11000:900019204,,
de:11000:900019204::2,U Mierendorffplatz (Berlin),52.526297,13.304975,U Bahnsteig Gleis 2,5555 U Mierendorffplatz (Berlin),de:11000:900019204,,
de:11000:900020201:2:52,S+U Jungfernheide Bhf (Berlin),52.530363,13.299325,S-Bahnsteig Gleis 5,5555 S+U Jungfernheide Bhf (Berlin),de:11000:900020201,,5
de:11000:900020201:2:53,S+U Jungfernheide Bhf (Berlin),52.530446,13.299292,S-Bahnsteig Gleis 6,5555 S+U Jungfernheide Bhf (Berlin),de:11000:900020201,,6
de:11000:900020201::1,S+U Jungfernheide Bhf (Berlin),52.530790,13.300631,U-Bahnsteig Gleis 1 (oben),5555 S+U Jungfernheide Bhf (Berlin),de:11000:900020201,,
de:11000:900020201::2,S+U Jungfernheide Bhf (Berlin),52.530749,13.300635,U-Bahnsteig Gleis 2 (unten),5555 S+U Jungfernheide Bhf (Berlin),de:11000:900020201,,
de:11000:900020202:1:50,S Beusselstr. (Berlin),52.534359,13.329406,S-Bahnsteig Gleis 1,5555 S Beusselstr. (Berlin),de:11000:900020202,,1
de:11000:900020202:1:51,S Beusselstr. (Berlin),52.534452,13.329361,S-Bahnsteig Gleis 2,5555 S Beusselstr. (Berlin),de:11000:900020202,,2
de:11000:900022101::1,U Sophie-Charlotte-Platz (Berlin),52.510895,13.295820,U Bahnsteig Gleis 1,5555 U Sophie-Charlotte-Platz (Berlin),de:11000:900022101,,
de:11000:900022101::2,U Sophie-Charlotte-Platz (Berlin),52.510851,13.295832,U Bahnsteig Gleis 2,5555 U Sophie-Charlotte-Platz (Berlin),de:11000:900022101,,
de:11000:900022201::1,U Deutsche Oper (Berlin),52.511944,13.310510,U2 Bahnsteig 1 Gleis 1,5555 U Deutsche Oper (Berlin),de:11000:900022201,,
de:11000:900022201::2,U Deutsche Oper (Berlin),52.511753,13.310546,U2 Bahnsteig 2 Gleis 2,5555 U Deutsche Oper (Berlin),de:11000:900022201,,
de:11000:900022201::3,U Deutsche Oper (Berlin),52.511815,13.310534,U2 Bahnsteig 2  Gleis 4,5555 U Deutsche Oper (Berlin),de:11000:900022201,,
de:11000:900022202::1,U Richard-Wagner-Platz (Berlin),52.516645,13.306512,U Bahnsteig Gleis 1,5555 U Richard-Wagner-Platz (Berlin),de:11000:900022202,,
de:11000:900022202::2,U Richard-Wagner-Platz (Berlin),52.516650,13.306699,U Bahnsteig Gleis 2,5555 U Richard-Wagner-Platz (Berlin),de:11000:900022202,,
de:11000:900023101::1,U Ernst-Reuter-Platz (Berlin),52.511784,13.322175,Bahnsteig U2 Gleis 1,5555 U Ernst-Reuter-Platz (Berlin),de:11000:900023101,,
de:11000:900023101::2,U Ernst-Reuter-Platz (Berlin),52.511744,13.322077,Bahnsteig U2 Gleis 2,5555 U Ernst-Reuter-Platz (Berlin),de:11000:900023101,,
de:11000:900023201:3:54,S+U Zoologischer Garten Bhf (Berlin),52.507031,13.331849,S-Bahnsteig Gleis 5,5555 S+U Zoologischer Garten Bhf (Berlin),de:11000:900023201,,5
de:11000:900023201:3:55,S+U Zoologischer Garten Bhf (Berlin),52.507068,13.331736,S-Bahnsteig Gleis 6,5555 S+U Zoologischer Garten Bhf (Berlin),de:11000:900023201,,6
