stop_id,stop_name,stop_lat,stop_lon,stop_desc,zone_id,parent_station,wheelchair_boarding,platform_code
de:11000:900160017::1,Loeperplatz (Berlin),52.519880,13.479579,Tramhalt Möllendorffstraße hinter Loeperplatz,5656 Loeperplatz (Berlin),,,
de:11000:900160017::2,Loeperplatz (Berlin),52.520247,13.480255,Tramhalt Möllendorffstraße vor Loeperplatz,5656 Loeperplatz (Berlin),,,
de:11000:900160017::3,Loeperplatz (Berlin),52.520322,13.479036,Tramhalt Scheffelstraße vor Loeperplatz,5656 Loeperplatz (Berlin),,,
de:11000:900160017::4,Loeperplatz (Berlin),52.520387,13.478593,Tramhalt Scheffelstraße hinter Loeperplatz,5656 Loeperplatz (Berlin),,,
de:11000:900160018::7,Landsberger Allee/Weißenseer Weg (Berlin),52.532496,13.476603,Tramsteig Weißenseer Weg vor Landsberger Allee,5656 Landsberger Allee/Weißenseer Weg (Berlin),de:11000:900160018,,
de:11000:900160018::8,Landsberger Allee/Weißenseer Weg (Berlin),52.532484,13.476559,Tramsteig Weißenseer Weg ht. Landsberger Allee,5656 Landsberger Allee/Weißenseer Weg (Berlin),de:11000:900160018,,
de:11000:900160020::2,S+U Lichtenberg Bhf/Siegfriedstr. (Berlin),52.512427,13.497838,Tram- u. Bushalt Siegfriedstr. ht Frankf. A Pos. 2,5656 S+U Lichtenberg Bhf/Siegfriedstr. (Berlin),,,
de:11000:900160021::2,S+U Lichtenberg Bhf/Gudrunstr. (Berlin),52.513029,13.501583,Tramhalt Gudrunstraße vor Guntherstraße Pos. 5,5656 S+U Lichtenberg Bhf/Gudrunstr. (Berlin),,,
de:11000:900160021::3,S+U Lichtenberg Bhf/Gudrunstr. (Berlin),52.512245,13.499635,Tramhalt Gudrunstraße vor Hagenstraße Pos. 4,5656 S+U Lichtenberg Bhf/Gudrunstr. (Berlin),,,
de:11000:900160508::1,Judith-Auer-Str. (Berlin),52.534085,13.467872,Tramhalt Hohenschönhauser Straße hinter Judit-Auer-Straße,5656 Judith-Auer-Str. (Berlin),,,
de:11000:900160508::2,Judith-Auer-Str. (Berlin),52.534147,13.467808,Tramhalt Hohenschönhauser Straße vor Judith-Auer Straße,5656 Judith-Auer-Str. (Berlin),,,
